"Gender","Age","Contract","MonthlyCharges","Tenure","InternetService","PhoneService","MultipleLines","PaymentMethod","Churn"
"Male",39,"Month-to-Month",28.46,13,"Fiber optic","No","No","Bank transfer (automatic)","No"
"Female",36,"Month-to-Month",80.68,43,"Fiber optic","Yes","No","Credit card (automatic)","No"
"Female",51,"One Year",108.1,28,"No","Yes","No","Credit card (automatic)","No"
"Female",31,"Month-to-Month",108.29,18,"Fiber optic","Yes","No","Bank transfer (automatic)","No"
"Male",21,"Month-to-Month",85.9,59,"No","Yes","Yes","Credit card (automatic)","Yes"
"Male",65,"Month-to-Month",41.12,60,"DSL","Yes","Yes","Mailed check","Yes"
"Male",70,"Month-to-Month",106.3,63,"DSL","Yes","Yes","Mailed check","No"
"Female",69,"One Year",108.61,57,"DSL","Yes","No","Electronic check","Yes"
"Male",63,"Two Year",39.67,51,"DSL","Yes","Yes","Electronic check","Yes"
"Female",44,"Month-to-Month",93.74,56,"DSL","Yes","No","Electronic check","No"
"Male",46,"One Year",48.65,27,"DSL","Yes","Yes","Electronic check","Yes"
"Female",64,"One Year",100.26,32,"No","Yes","No","Electronic check","No"
"Female",45,"Month-to-Month",119.72,9,"DSL","Yes","No phone service","Credit card (automatic)","Yes"
"Female",52,"Two Year",23,68,"Fiber optic","Yes","Yes","Credit card (automatic)","No"
"Male",25,"Month-to-Month",109.74,46,"DSL","Yes","Yes","Electronic check","No"
"Male",33,"Month-to-Month",82.26,67,"No","Yes","Yes","Mailed check","No"
"Male",59,"One Year",117.34,26,"Fiber optic","Yes","No","Credit card (automatic)","Yes"
"Female",53,"Month-to-Month",66.5,8,"DSL","Yes","No","Mailed check","No"
"Female",47,"One Year",104.74,6,"Fiber optic","Yes","Yes","Mailed check","No"
"Female",35,"One Year",26.24,24,"Fiber optic","Yes","No","Bank transfer (automatic)","No"
"Female",19,"Month-to-Month",53.53,48,"Fiber optic","Yes","Yes","Bank transfer (automatic)","No"
"Female",66,"One Year",26.7,45,"Fiber optic","Yes","No","Electronic check","No"
"Male",30,"Month-to-Month",117.53,13,"Fiber optic","Yes","No","Mailed check","Yes"
"Female",21,"Month-to-Month",101.7,69,"Fiber optic","Yes","No","Credit card (automatic)","No"
"Male",43,"One Year",105.25,25,"Fiber optic","Yes","Yes","Bank transfer (automatic)","No"
"Male",42,"Two Year",113.8,20,"DSL","Yes","No phone service","Bank transfer (automatic)","No"
"Female",47,"Month-to-Month",28.51,66,"No","Yes","No","Mailed check","Yes"
"Male",28,"Month-to-Month",58.56,45,"Fiber optic","Yes","Yes","Bank transfer (automatic)","No"
"Male",24,"One Year",27.1,47,"Fiber optic","Yes","Yes","Bank transfer (automatic)","No"
"Female",48,"One Year",41.08,63,"DSL","Yes","No","Credit card (automatic)","Yes"
"Male",61,"One Year",42.94,55,"Fiber optic","Yes","No phone service","Mailed check","Yes"
"Female",27,"Month-to-Month",66.91,19,"No","Yes","No phone service","Bank transfer (automatic)","Yes"
"Male",56,"Month-to-Month",46.86,35,"DSL","Yes","No","Mailed check","No"
"Male",30,"Month-to-Month",30.1,53,"Fiber optic","Yes","No phone service","Bank transfer (automatic)","Yes"
"Male",48,"One Year",36.75,26,"Fiber optic","No","Yes","Credit card (automatic)","No"
"Male",24,"Month-to-Month",34.73,14,"No","Yes","Yes","Mailed check","No"
"Female",73,"Month-to-Month",117.31,45,"Fiber optic","Yes","No phone service","Bank transfer (automatic)","No"
"Male",66,"Two Year",95.93,44,"Fiber optic","Yes","No","Credit card (automatic)","No"
"Female",59,"Month-to-Month",116.78,65,"No","Yes","No","Bank transfer (automatic)","Yes"
"Male",59,"Two Year",63.97,51,"Fiber optic","Yes","No","Mailed check","No"
"Female",73,"One Year",47.84,43,"DSL","Yes","No phone service","Bank transfer (automatic)","No"
"Female",53,"One Year",99.83,23,"DSL","Yes","No","Mailed check","Yes"
"Female",37,"Month-to-Month",52.63,56,"Fiber optic","No","No phone service","Mailed check","Yes"
"Male",21,"Month-to-Month",49.94,19,"DSL","Yes","No","Bank transfer (automatic)","No"
"Male",71,"One Year",43.25,55,"DSL","Yes","Yes","Credit card (automatic)","No"
"Male",24,"One Year",32.97,60,"No","Yes","No phone service","Electronic check","No"
"Female",71,"One Year",45.65,59,"DSL","Yes","Yes","Credit card (automatic)","Yes"
"Male",18,"Month-to-Month",55.53,33,"Fiber optic","Yes","No phone service","Credit card (automatic)","No"
"Male",61,"One Year",87.4,19,"DSL","Yes","No","Bank transfer (automatic)","Yes"
"Female",73,"One Year",26.26,28,"Fiber optic","Yes","No","Credit card (automatic)","No"
"Male",62,"One Year",41.05,52,"Fiber optic","Yes","No","Credit card (automatic)","No"
"Female",59,"One Year",100.9,49,"DSL","Yes","Yes","Electronic check","No"
"Male",64,"One Year",34.69,37,"Fiber optic","Yes","Yes","Credit card (automatic)","Yes"
"Male",30,"One Year",54.26,26,"DSL","Yes","No phone service","Electronic check","No"
"Female",72,"Month-to-Month",106.47,40,"No","Yes","No phone service","Bank transfer (automatic)","Yes"
"Male",39,"Month-to-Month",35.49,38,"No","Yes","Yes","Electronic check","No"
"Female",71,"Month-to-Month",28.27,54,"Fiber optic","No","No phone service","Mailed check","No"
"Male",38,"Month-to-Month",68.45,22,"Fiber optic","Yes","No phone service","Mailed check","Yes"
"Male",39,"Month-to-Month",50.24,16,"Fiber optic","Yes","No","Electronic check","No"
"Female",45,"Month-to-Month",76.34,28,"Fiber optic","No","Yes","Mailed check","No"
"Female",26,"Month-to-Month",100.38,35,"Fiber optic","Yes","No phone service","Bank transfer (automatic)","No"
"Female",43,"Month-to-Month",33.71,60,"DSL","Yes","No","Mailed check","No"
"Male",26,"One Year",78.07,45,"Fiber optic","Yes","No phone service","Electronic check","No"
"Female",32,"Two Year",70.55,46,"DSL","Yes","No phone service","Bank transfer (automatic)","No"
"Male",27,"Month-to-Month",34.41,55,"Fiber optic","Yes","No phone service","Mailed check","Yes"
"Male",41,"Two Year",82.4,26,"DSL","No","No","Bank transfer (automatic)","No"
"Female",74,"Month-to-Month",47.36,25,"Fiber optic","Yes","Yes","Electronic check","No"
"Male",59,"Month-to-Month",68.78,65,"DSL","Yes","Yes","Mailed check","No"
"Female",25,"Month-to-Month",28.23,6,"DSL","Yes","Yes","Bank transfer (automatic)","No"
"Male",41,"Month-to-Month",65.96,23,"Fiber optic","Yes","Yes","Bank transfer (automatic)","No"
